Tiempo (s),Jugadas
0.4349492530000134,87
15.843595698000172,71
0.10852954199981468,38
0.6687591850004537,60
0.3503891099999237,70
0.07280374700076209,62
1.3149270040003103,27
0.6241104689997883,36
1.7018890519993874,86
1.3752151560001948,95
1.4398244189997058,83
8.752850464000403,47
4.94271958399986,96
2.1563752219999515,56
0.0033233279991691234,3
0.21028462699996453,33
1.219132171999263,34
0.820146871000361,56
3.824121732999629,97
0.005366148000575777,9
0.9057121309997456,91
0.7423402440008431,68
0.07495186000051035,83
0.628562697000234,50
0.38548106999951415,63
25.429956386000413,76
0.10689854499923968,2
1.1069988770004784,55
1.145569049000187,99
0.16176849100065738,80
0.7311070579999068,78
34.570686127000045,94
0.7069272480002837,60
0.8112006829996972,90
0.5338531130000774,83
0.9886134700000184,86
24.49766649600042,85
1.8315545209998163,71
3.1159239290000187,48
1.2410111209992465,39
6.4648932099999,74
4.111940042000242,53
0.3746002249999947,96
0.20683341400035715,13
2.122170171000107,95
4.353706685999896,72
6.0413411389999965,73
3.9034511640002165,67
72.2034592150003,98
0.8628212399999029,18
