Tiempo (s),Jugadas
0.0740119970005253,58
4.602842561000216,97
0.02158127099937701,1
0.015497499999582942,74
3.084910215000491,47
1.3793099659997097,41
0.06065531099920918,20
0.906677721000051,53
0.16598600599991187,53
0.4477820120000615,28
0.159531324999989,90
0.02092951800023002,1
1.666566451000108,96
0.00978180699985387,45
0.938383081000211,52
2.4371962020004503,91
1.7124642139997377,86
0.27719799499936926,91
0.46776496499933273,89
0.4456983059999402,19
7.052584690000003,92
1.763624119999804,57
0.09067261500058521,6
0.030781018999732623,53
0.06242309499975818,37
0.22864261900031124,55
0.3606498950002788,92
0.883546395999474,81
0.06166080300044996,40
0.7705785299995114,57
0.43230337600016355,18
1.4432977599999504,97
0.0542671290004364,98
0.04965389300014067,82
0.005107247999148967,21
0.23223558500012587,63
2.96107522300008,86
0.40376685799947154,43
0.8811032739995426,80
0.06792169000073045,91
0.0018949479999719188,1
0.03935157999967487,2
0.39816445899941755,96
0.4571523000004163,65
1.2101525940006468,78
0.4385279250000167,77
0.05626620200018806,94
0.6094081600003847,89
0.016967831999863847,89
0.20405982299962488,93
