Tiempo (s),Jugadas
0.39139864000026137,80
3.8824309760002507,55
0.23976900199977536,74
0.4889408219996767,89
0.7988298990003386,63
1.134276968999984,67
0.017703653999888047,2
0.450785881000229,76
0.5374674380000215,90
0.9058953390003808,82
0.2642148510003608,53
0.48464312000032805,19
0.10415837700020347,16
0.5441302590006671,43
0.15802306800014776,93
0.016012314000363403,97
0.09545823299959011,47
0.1475836330000675,95
1.023512216999734,92
0.11501906600005896,25
1.286873689999993,63
0.03838199599977088,78
0.00997241999994003,64
0.22015403600016725,76
0.06786773100066057,95
0.10954606700033764,65
0.524717000000237,89
2.4044018690001394,84
0.009384296999996877,63
0.2959323200002473,39
4.496452712000064,80
0.0033667059997242177,14
3.623174004000248,62
0.005762396999671182,34
0.5450485450000997,99
0.029825137999978324,27
0.004812163000678993,27
0.6549748080005884,44
3.7085805779997827,81
0.4349659999998039,44
0.20377764600016235,65
0.03801601799932541,84
0.3078118289995473,97
1.468413980999685,98
0.1679698420002751,48
0.18586940199929813,94
0.1180318199994872,69
0.3895032469999933,68
0.14207532699947478,52
0.4639349279996168,97
