Tiempo (s),Jugadas
0.21777780000047642,137
0.3035370999969018,189
0.1637518000025011,90
0.12920569999914733,79
0.3410951000005298,201
0.107246399998985,57
0.44231850000142003,248
0.3453257000001031,208
0.6525278000008257,385
0.1836626999975124,113
0.20020759999897564,127
0.0753952000013669,51
0.37032169999656617,231
0.21655029999965336,137
0.0988089000020409,63
0.2626039999995555,164
0.10064080000302056,62
0.13108899999861023,82
0.1653221000015037,102
0.47538409999833675,58
0.7566858999998658,150
0.27794859999994515,174
0.6035416999984591,358
0.19735990000117454,124
0.49704099999871687,320
0.47077859999990324,279
0.5229775999978301,298
0.27941650000138907,165
0.22131740000259015,146
0.1893145000030927,120
