Tiempo (s),Jugadas
2.9415614000026835,149
0.5596148999975412,141
7.168168299998797,128
0.6472684000000299,78
15.290201100000559,27
3.651334499998484,101
0.9795405000004394,126
9.03999119999935,145
7.795172699999966,86
1.755284599999868,114
5.640157199999521,173
0.028718099998513935,4
0.8462056999997003,112
3.9484329000006255,119
2.519875800000591,160
10.563844000000245,75
5.273763199998939,181
2.9042059000021254,227
12.559880400000111,6
8.775165700000798,162
7.912570099997538,176
4.0387900000023365,99
10.13137320000169,145
2.8033393000005162,351
2.2102056999974593,175
19.56978650000019,269
13.941138900001533,3
32.39256279999972,171
28.504161800003203,253
9.233727000002546,177
