Tiempo (s),Jugadas
0.18975219999992987,41
0.09743380000145407,114
0.07987100000173086,66
0.08678329999747803,100
0.14109979999921052,73
0.03427150000061374,47
0.1892745000004652,41
0.09925619999921764,80
0.0331731000005675,2
0.014893100000335835,21
0.315147799999977,12
0.026388299997051945,42
0.10179710000011255,68
0.07681900000170572,62
0.08451979999881587,32
0.1519464999983029,75
0.08402620000197203,60
0.4354321999999229,89
0.3517523999980767,19
0.37220869999873685,63
0.6305818999971962,99
0.15001779999874998,51
0.31806430000142427,13
0.005555399999138899,9
0.15962209999997867,38
0.08537820000128704,121
0.18669130000125733,120
0.07748429999992368,104
0.14804589999766904,40
0.37544049999996787,87
0.2234102999973402,53
0.17667179999989457,117
0.5988999000001058,62
0.12442270000246936,44
0.23156610000296496,49
0.10241629999654833,75
0.003043299999262672,3
0.2419508000020869,59
0.5551574000019173,37
0.25978960000065854,70
0.08235659999991185,70
0.0018444000015733764,2
0.15057749999687076,153
0.2482464999993681,50
0.08597259999805829,92
0.03591299999970943,52
0.032763200000772486,6
0.05124470000009751,23
0.1595385999971768,7
0.3062175999984902,69
0.2048181000027398,73
0.30860629999733646,53
0.19094309999854886,26
0.21076979999998002,95
0.07296019999921555,6
0.44201889999749255,59
0.1010363999994297,28
0.1363175999977102,72
0.0790837000022293,75
0.30278959999850485,27
0.3223558999998204,119
0.2760526000020036,110
0.30150590000266675,77
0.060041099997761194,66
0.06997380000029807,45
0.11996869999711635,87
0.3068682999983139,98
0.06068299999969895,93
0.3855870000006689,43
0.3268322999974771,67
0.16031260000090697,7
0.18795260000115377,59
0.07512149999820394,123
0.04890819999855012,81
0.3001311000007263,37
0.2631282000002102,51
0.12238079999951879,30
0.3036491999991995,77
0.14737569999851985,51
0.5412533999988227,24
0.5220091000010143,65
0.13480080000226735,8
0.054989099997328594,90
0.26638180000009015,107
0.1734744999994291,40
0.2935016999981599,98
0.08142360000056215,15
0.046537700000044424,11
0.14074039999832166,58
0.3320275000005495,63
0.2174513999998453,64
0.2415910999989137,18
0.2798175000025367,13
0.030384599998797057,45
0.2396334000004572,28
0.14481720000185305,60
0.08416939999733586,83
0.2402873000028194,85
0.058738899999298155,92
0.0908969000010984,51
0.2591474000000744,99
0.021193799999309704,30
0.0783475999996881,1
0.10242809999908786,54
0.1202287999985856,65
0.049276199999439996,77
0.010728100001870189,18
0.021117700001923367,28
0.25645760000043083,63
0.21131859999877634,27
0.04529809999803547,73
0.6126542999991216,173
0.15520090000063647,106
0.06742970000050263,31
0.16479090000211727,88
0.164096000000427,88
0.08340020000105142,22
0.06142380000164849,65
0.039593599998624995,33
0.046058399999310495,62
0.23507539999991423,49
0.4152369999974326,158
0.04877029999988736,26
0.12871919999815873,41
0.08369390000007115,17
0.369820100000652,64
0.3929639000016323,18
0.16187469999931636,36
0.0984048000027542,72
0.13586969999960274,79
0.09984809999878053,19
0.031459500001801644,26
0.11018139999941923,52
0.39419989999805694,69
0.10707389999879524,62
0.17840999999680207,117
0.18697450000036042,39
0.06731909999871277,34
0.19812159999855794,119
0.07500830000208225,46
0.01916980000169133,29
0.277675299999828,40
0.580582399998093,80
0.1482782999992196,55
0.04060080000272137,23
0.01727019999816548,29
0.2549126999983855,75
0.17381010000099195,85
0.11450870000044233,15
0.31639300000097137,71
0.14816520000022138,121
0.09587390000160667,59
0.24045140000089305,171
0.6820403999990958,91
0.045405100001516985,36
0.1481043999992835,51
0.12146280000160914,42
0.721837900000537,99
0.11356469999736873,65
1.1097719999997935,32
0.06411450000086916,95
0.08291269999972428,69
0.28685330000007525,30
0.2999619000001985,52
0.664193399999931,138
0.09796080000160146,94
0.07328389999747742,40
0.549000499999238,65
0.25725750000128755,62
0.2710185999967507,66
0.09612080000079004,34
0.025112400002399227,44
0.044103500000346685,26
0.07269859999723849,42
0.18776059999800054,140
0.17261479999797302,59
0.20811120000144,72
0.38566419999915524,41
0.07986700000037672,54
0.4386437000030128,4
0.009303700000600656,9
0.3046954999990703,14
0.0801577999991423,35
0.04932830000325339,47
0.3684300999993866,18
0.1664954999978363,57
0.30035920000227634,31
0.15714930000103777,108
0.006576099996891571,10
0.07946010000159731,91
0.28816980000192416,54
0.07846599999902537,2
0.17222000000037951,42
0.0689459999994142,88
0.4057877000013832,55
0.006389400001353351,2
0.023653999996895436,34
0.22910070000216365,80
0.8925799999997253,92
0.14823379999870667,26
