Tiempo (s),Jugadas
0.16675819999727537,277
0.29756300000008196,28
0.0860818000001018,117
0.06040410000059637,42
0.021333400000003166,61
0.06918920000316575,194
0.07696809999833931,214
0.022584499998629326,63
0.025819200000114506,64
0.20556889999716077,280
0.25992779999796767,307
0.030003699997905642,77
0.3184280999994371,119
0.11867639999763924,330
0.4406353999984276,143
0.15088440000181436,13
0.09165109999958077,113
0.41478300000017043,65
0.09418490000098245,216
0.09933520000049612,183
0.08505570000124862,80
0.34366640000007465,382
0.1407266999995045,153
0.46565860000191606,147
0.09733739999865065,263
0.19926049999776296,85
0.10602419999850099,111
0.09876280000025872,179
0.06720779999886872,204
0.08439020000150776,131
0.3191028000001097,114
0.07335690000036266,137
0.052533099998981925,80
0.048420199997053714,130
0.1463782999999239,160
0.7160919999987527,293
0.1982620999988285,25
0.06686629999967408,113
0.04122129999814206,115
0.25164239999867277,338
0.16081950000079814,42
0.04021929999726126,116
0.0766726000001654,213
0.07258400000137044,129
0.05027930000142078,141
0.05738430000201333,169
0.08834110000316286,8
0.11281479999888688,123
0.05066829999850597,65
0.03269010000076378,2
0.06986519999918528,199
0.04973740000059479,145
0.25993889999881503,8
0.31135659999927157,58
0.07184939999933704,6
0.23468090000096709,74
0.08179920000111451,83
0.12907339999946998,63
0.08629409999775817,21
0.15129220000017085,159
0.40781150000111666,6
0.10956660000010743,131
0.1074265999995987,131
0.4216993999980332,70
0.37848160000066855,148
0.28136760000052163,261
0.16099799999938114,169
0.30956700000024284,115
0.07809439999982715,109
0.0806109999975888,13
0.2588348999997834,99
0.4263418000009551,176
0.2601799000003666,177
0.500637100001768,288
0.2440247000013187,22
0.7490293999981077,668
0.047730199999932665,52
0.3896710999979405,219
0.4396612999989884,113
0.26831010000023525,64
0.043721100002585445,54
0.03040770000006887,32
0.4436286999989534,207
0.1749292999993486,467
0.292958499998349,35
0.018145500001992332,49
0.4981203999996069,104
0.1591625999972166,103
0.05912489999900572,87
0.17561319999731495,120
0.0011064000027545262,1
0.30083680000097957,24
0.18314420000024256,113
0.1430368000001181,215
0.07838079999783076,184
0.16846609999993234,188
0.03448310000021593,24
0.31660740000006626,155
0.2067955999991682,11
0.16650970000046073,114
0.26269239999965066,269
0.007871300000260817,20
0.16135050000229967,77
0.06306860000040615,191
0.26304899999740883,20
0.2284319000027608,94
0.05163209999955143,141
0.437404799999058,90
0.415683800001716,135
0.03687599999830127,88
0.03833909999957541,35
0.2149847000000591,226
0.09884210000018356,260
0.10961390000011306,137
0.1560198000006494,176
0.027431599999545142,52
0.11115480000080424,10
0.0486029999992752,50
0.3174934000016947,32
0.1526530000010098,98
0.2586926999974821,167
0.13728009999977075,310
0.15362390000154846,98
0.7008050000004005,85
0.40290859999731765,66
0.057858099997247336,153
0.07563119999758783,192
0.0018777999976009596,3
0.0795860000034736,217
0.2114326999981131,12
0.02353890000085812,62
0.4205594999984896,53
0.04815949999829172,121
0.0829094000000623,93
0.06269500000053085,36
0.21982009999919683,49
0.07651790000090841,136
0.14724800000112737,144
0.1271995999995852,61
0.22228280000126688,111
0.23947820000103093,161
0.31897740000204067,275
0.3600382000004174,40
0.04735860000073444,121
0.24074719999771332,186
0.15232949999699485,165
0.07121570000163047,197
0.013718000001972541,36
0.2620063000031223,188
0.07310249999864027,131
0.01984019999872544,22
0.1865417000008165,30
0.36070290000134264,171
0.2973112999970908,136
0.03733749999810243,93
0.1686665000015637,255
0.37869860000137123,154
0.004749000003357651,11
0.5400535999979184,115
0.0330549999998766,27
0.11634269999922253,202
0.22340249999979278,98
0.08313249999991967,71
0.1660580999996455,173
0.22382160000051954,60
0.15436449999833712,329
0.39594339999894146,146
0.04388879999896744,110
0.10414920000039274,195
0.15256899999803863,49
0.029398099999525584,77
0.3144371999987925,158
0.3637291000013647,57
0.18173229999956675,143
0.08025419999830774,76
0.027764899998146575,66
0.009177799998724367,6
0.24153819999992265,358
0.24942729999747826,256
0.22614579999935813,107
0.2726958999992348,557
0.14824790000056964,180
0.17174819999854662,165
0.0512468999986595,76
0.02086580000104732,51
0.04416259999925387,105
0.37401250000039,90
0.03118759999779286,86
0.12013680000018212,251
0.13983939999889117,116
0.15545100000235834,226
0.03313770000022487,91
0.10840420000022277,191
0.02965100000074017,18
0.08683980000205338,243
0.01763339999888558,50
0.149402300001384,99
0.22234609999941313,296
0.4969057000016619,224
0.04659460000038962,60
