Tiempo (s),Jugadas
0.041558100001566345,87
0.01074009999865666,23
0.04136609999841312,81
0.011347999999998137,28
0.02561040000000503,43
0.013775600000371924,28
0.07542909999756375,70
0.02815069999996922,56
0.02359190000061062,42
0.0696563999990758,52
0.01165469999978086,25
0.016901300001336494,32
0.02747829999862006,45
0.018597999998746673,44
0.040774299999611685,88
0.004559799999697134,10
0.01930240000001504,35
0.01883319999978994,37
0.07509399999980815,63
0.08300739999685902,127
0.036012799999298295,74
0.03798629999801051,82
0.03351699999984703,62
0.032269600000290666,66
0.026652399999875342,56
0.014692999997350853,32
0.038487800000439165,71
0.03060419999746955,67
0.027327399999194313,46
0.03137529999730759,57
0.056510300000809366,97
0.01845139999932144,39
0.05587299999751849,104
0.027546200002689147,43
0.019414700000197627,40
0.009950600000593113,21
0.028824100001656916,60
0.042078499998751795,82
0.03737669999827631,73
0.022647800000413554,52
0.05017480000242358,96
0.026511400003073504,49
0.029204099999333266,63
0.01824800000031246,37
0.02908449999813456,55
0.02566569999908097,50
0.01622240000142483,39
0.04367139999885694,85
0.009313800001109485,19
0.04702049999832525,93
0.02448999999978696,46
0.04151419999834616,90
0.007763400000840193,16
0.012940600001456914,28
0.01648630000272533,36
0.015691399999923306,36
0.021934299998974893,40
0.039729499996610684,77
0.03989670000009937,80
0.052726500001881504,98
0.013167500001145527,25
0.02852359999815235,48
0.022086299999500625,37
0.06940530000065337,43
0.016080699999292847,34
0.03945380000004661,83
0.018130199998267926,36
0.018173999997088686,32
0.01721710000128951,37
0.028309199999057455,60
0.025481499997113133,58
0.019108299999061273,48
0.02167610000105924,39
0.04785310000079335,87
0.014914600000338396,27
0.033755499996914295,63
0.03954890000022715,75
0.0156883999989077,34
0.04755909999948926,96
0.0324968999993871,79
0.04370579999886104,89
0.04719620000105351,99
0.057091599999694154,118
0.016025000000809086,38
0.021285300001181895,35
0.00731390000146348,16
0.05581040000106441,32
0.05023829999845475,17
0.009213899997121189,21
0.04349060000095051,86
0.013426499997876817,30
0.024748100000579143,45
0.019939699999667937,37
0.03800570000021253,81
0.00546310000208905,13
0.021809500001836568,44
0.014853799999400508,30
0.03833409999788273,74
0.029486900002666516,60
0.026235699999233475,51
0.020607799997378606,44
0.022766099998989375,42
0.0620664999987639,118
0.016721899999538437,31
0.01861319999807165,39
0.024297500000102445,46
0.03295820000130334,76
0.04925600000206032,101
0.00825529999929131,20
0.027077700000518234,56
0.043145399999048095,92
0.01541219999853638,36
0.024974899999506306,44
0.017743699998391094,37
0.01997010000195587,38
0.026441600002726773,55
0.07681469999806723,87
0.04785049999918556,104
0.01620299999922281,28
0.040566399999079295,60
0.022519800000736723,43
0.029178200002206722,55
0.030082199999014847,55
0.023152800000389107,55
0.04589959999793791,94
0.044567700002517086,30
0.02725080000163871,54
0.02067420000093989,47
0.013029999998252606,24
0.0334831000000122,55
0.04118200000084471,78
0.010696199999074452,24
0.01173439999911352,22
0.061170699998911005,123
0.02975449999939883,65
0.024732900001254166,51
0.0773737000017718,62
0.028819800001656404,64
0.06511679999675835,127
0.01974289999998291,41
0.012947899998835055,29
0.034788599998137215,55
0.02061840000169468,43
0.029164999999920838,61
0.020446499998797663,45
0.01890339999954449,36
0.028593900002306327,65
0.014668499999970663,29
0.025565100000676466,52
0.025437700001930352,48
0.021393799997895258,41
0.031461300000955816,60
0.012495300001319265,34
0.02329229999668314,45
0.006112999999459134,14
0.018899999999121064,39
0.04308120000132476,85
0.012935000002471497,28
0.00796519999857992,16
0.029146400000172434,51
0.06744780000008177,46
0.021671700000297278,44
0.022809699999925215,43
0.07320339999932912,61
0.007721800000581425,17
0.011090100000728853,25
0.0714719999996305,149
0.021423400001367554,49
0.06340719999934663,54
0.029412500000034925,61
0.014875699998810887,34
0.022112000002380228,39
0.0019210000027669594,4
0.01853549999941606,39
0.002829500001098495,6
0.07015930000125081,37
0.04340529999899445,89
0.012343800000962801,29
0.032741999999416294,53
0.024534899999707704,49
0.04690959999788902,90
0.04129979999925126,90
0.01806419999775244,38
0.01322969999819179,29
0.010273899999447167,22
0.04720169999927748,91
0.01783590000195545,35
0.036782499999389984,81
0.039813499999581836,82
0.034846899998228764,72
0.007981499999004882,19
0.004344100001617335,8
0.0242404999989958,53
0.02655330000197864,51
0.03899770000134595,82
0.033208599998033606,70
0.0539308000006713,96
0.03389619999870774,73
0.012638700001843972,30
0.01579679999849759,31
