Tiempo (s),Jugadas
0.0033360000015818514,29
0.006297100000665523,19
0.005093799998576287,20
0.002485799999703886,1
0.0049426000005041715,44
0.0028781000000890344,16
0.004301699998904951,41
0.009640399999625515,15
0.0030382000004465226,16
0.00899550000031013,8
0.004386799999338109,15
0.004073000000062166,39
0.0044014999984938186,21
0.004870199998549651,9
0.0026907999999821186,6
0.0031624000002921093,11
0.012983700002223486,8
0.0012618000000657048,6
0.0013423000018519815,14
0.008916599999793107,38
0.004373599997052224,28
0.0012762000005750451,12
0.004173600002104649,33
0.001566799997817725,13
0.002759799997875234,23
0.003361299997777678,20
0.005771899999672314,27
0.007661499999812804,12
0.009244100001524203,36
0.005017300001782132,15
0.0004255999992892612,3
0.01486299999669427,25
0.002846200000931276,4
0.0026783000030263793,24
0.0017721000003803056,17
0.0035523999977158383,26
0.002887800001190044,26
0.002504399999452289,21
0.002015999998548068,16
0.0019945000021834858,16
0.00299299999824143,11
0.002612199998111464,6
0.003934399999707239,11
0.003615699999500066,33
0.003992799996922258,8
0.0031520999982603826,3
0.0063392999982170295,1
0.007254999996803235,14
0.006021899996994762,3
0.004886099999566795,28
0.0011349000014888588,7
0.004366100001789164,23
0.0032255000005534384,2
0.0023941999970702454,11
0.00583589999951073,50
0.004234899999573827,23
0.0024852000024111476,13
0.0028401999989000615,9
0.002155900001525879,20
0.0063535999979649205,18
0.0012236000002303626,8
0.0023075999997672625,11
0.000712499997462146,7
0.003995600000052946,22
0.0016582000025664456,14
0.00018400000044493936,1
0.0027885999988939147,27
0.0023158000003604684,17
0.008386800000153016,19
0.0026216000005661044,24
0.004126499999983935,7
0.007540799997514114,6
0.0013318000019353349,12
0.005859500000951812,18
0.0051714999972318765,24
0.005335699999704957,19
0.002391800000623334,23
0.002325800000107847,20
0.0030778999971516896,11
0.0016788000029919203,13
0.002263499998662155,1
0.0013784000002488028,5
0.002306099999259459,17
0.00539779999962775,26
0.0029376999991654884,28
0.003075399999943329,24
0.00681579999945825,22
0.001198800000565825,10
0.0011444000010669697,10
0.007589500000904081,29
0.00044069999785278924,3
0.007631600001332117,24
0.011094199999206467,48
0.003385899999557296,29
0.005129600001964718,14
0.0031648000003769994,20
0.007523399999627145,27
0.005352600001060637,52
0.009488499999861233,9
0.0015313000003516208,13
0.0008744000006117858,5
0.002140600001439452,11
0.0029158999968785793,28
0.004355500001111068,32
0.001583000001119217,11
0.01638219999949797,9
0.003969100001995685,19
0.0026485999987926334,18
0.009795499998290325,14
0.005857700001797639,10
0.003909200000634883,17
0.004681400001572911,10
0.00939700000162702,12
0.006903800000145566,46
0.0017189999998663552,5
0.0003679000001284294,2
0.008462800000415882,22
0.0045563000021502376,22
0.00998030000118888,19
0.003861900000629248,32
0.0015117999973881524,12
0.00043559999903663993,3
0.002611700001580175,24
0.005234899999777554,9
0.0028488999996625353,20
0.007261599999765167,8
0.0016782999991846737,15
0.00394360000063898,31
0.00536880000072415,18
0.010488199997780612,18
0.0013761000009253621,11
0.004480100000364473,33
0.01639870000144583,5
0.0021553000005951617,15
0.0035840000018652063,18
0.0014551999993273057,9
0.007385400000202935,20
0.0034043999985442497,26
0.004186300000583287,10
0.004210400002193637,22
0.002031100000749575,12
0.005705399998987559,16
0.0030111000014585443,8
0.0031205999985104427,25
0.004103999999642838,33
0.0003342000018164981,2
0.001717600000120001,14
0.006455100003222469,21
0.0038594000034208875,23
0.0018173999997088686,15
0.0017050999995262828,10
0.00832809999701567,72
0.0029845999997633044,22
0.005081299997982569,28
0.002922499999840511,17
0.00044490000072983094,3
0.0031120999992708676,29
0.0026438999993843026,23
0.0035576000009314157,29
0.0015754000014567282,15
0.0021655999989889096,12
0.003355000000738073,27
0.0009300999990955461,6
0.004969400000845781,6
0.013458699999318924,32
0.0020180000028631184,16
0.01940919999833568,38
0.009797099999559578,11
0.0014425000008486677,12
0.00527449999935925,7
0.0013218999993114267,2
0.0024851000016496982,14
0.000794700001279125,6
0.012377099999866914,26
0.0030054000017116778,10
0.006217500002094312,32
0.0005718000029446557,4
0.002144800000678515,19
0.002807199998642318,28
0.0024355999994440936,12
0.0031004000011307653,19
0.0007288000015250873,5
0.0013934999988123309,12
0.004782899999554502,45
0.0005263999992166646,3
0.0025046999980986584,1
0.0051741999996011145,12
0.0013407000005827285,11
0.0074190999985148665,35
0.004919099999824539,14
0.001894900000479538,3
0.003148799998598406,12
0.0008687000008649193,6
0.0041995999999926426,4
0.0016572000022279099,13
0.004028100000141421,29
0.0023583999973197933,2
0.0020499999991443474,10
0.00968289999946137,29
0.002264499999000691,21
