Tiempo (s),Jugadas
0.05014897200089763,36
0.11173809399952006,138
0.007041593000394641,20
0.06822900100087281,135
0.018760816999929375,120
0.009493262999967556,39
0.041244877998906304,71
0.021709893000661395,21
0.11567775099865685,109
0.07280680500116432,126
0.12205079799969099,36
0.018659152001418988,132
0.12050145499961218,95
1.1198233129998698,106
0.008985001999462838,16
0.013733263000176521,59
0.011209076999875833,39
0.15798246799931803,46
0.019620774999566493,94
0.028095518999180058,12
0.012107226000807714,41
0.061908437999591115,28
0.0354406629994628,35
0.006368356000166386,17
0.02793032900081016,88
0.008567348999349633,38
0.007555231000878848,29
0.009299315999669489,47
0.008024266999200336,26
0.005682134999005939,2
0.009034210001118481,32
0.09964307700101926,111
0.024161665998690296,37
0.07301455699962389,113
0.032452167999508674,95
0.04180831899975601,87
0.08379627800059097,70
0.1488408219993289,19
0.09300192699993204,45
0.03859053800078982,47
0.01840565299971786,7
0.2129433030004293,15
0.019055795999520342,12
0.2280349729990121,56
0.022558762999324244,12
0.0073646660002850695,9
0.05544656900019618,129
0.1122241369994299,93
0.008071792000919231,19
0.01731926299908082,89
0.0317505130005884,1
0.056220439000753686,145
0.04802197200115188,22
0.06437384600030782,39
0.11038804700001492,67
0.18850813300014124,124
0.016568287999689346,101
0.03802962100053264,29
0.03259551799965266,134
0.05152111999996123,74
0.08751564799968037,30
0.05636919899916393,91
0.006344433000776917,14
0.008380524999665795,34
0.1267870869996841,138
0.023874038999565528,32
0.05650159899960272,62
0.019812648000879562,6
0.0593755930003681,45
0.2897138440002891,39
0.021815310001329635,11
0.03093099599936977,101
0.009211324999341741,42
0.005825167998409597,7
0.014691697999296593,87
0.018840493999960017,130
0.019491744998958893,21
0.007912713001132943,29
0.03759108899976127,68
0.01730046900047455,134
0.030411460998948314,91
0.008625554999525775,24
0.006325488000584301,7
0.265130488000068,107
0.07534602899977472,51
0.00563550600054441,7
0.051726526999118505,41
0.32622054900093644,78
0.0187993710005685,121
0.018769213000268792,135
0.021729120000600233,16
0.021275265000440413,6
0.02096366900150315,39
0.08184934000018984,25
0.009891889001664822,54
0.06847929800096608,47
0.020258421000107774,125
0.0105432460004522,50
0.05428296599893656,38
0.01812865099964256,125
0.009674504999566125,48
0.04291927300073439,66
0.005064402999778395,1
0.29099953600052686,137
0.005707090000214521,8
0.03175232700050401,31
0.09554451800067909,18
0.31429460599974846,147
0.00835442900097405,22
0.031179158999293577,76
0.26657021599930886,58
0.017224401999555994,128
0.020503022000411875,2
0.03705076600090251,14
0.005637681999360211,8
0.009869114001048729,47
0.013268390999655821,94
0.020934355999997933,41
0.02054274600050121,33
0.00703494099980162,22
0.02848285399886663,122
0.07150969200120016,77
0.006852549999166513,14
0.022630321998803993,1
0.3376172789994598,130
0.02299723400028597,29
0.12196753100033675,26
0.027548456000658916,112
0.0719053470002109,44
0.045687355999689316,47
0.007329803000175161,16
0.20657654900060152,26
0.01544313699923805,92
0.05958336099865846,85
0.03974813899912988,54
0.005268208999041235,1
0.0782026090000727,60
0.09489155300070706,69
0.6218514760003018,27
0.018178287999035092,137
0.05079994699917734,121
0.02864609400057816,86
0.11152453199974843,139
0.015275628000381403,98
0.026125836999199237,61
0.025169301999994786,37
0.021217539000645047,3
0.005179546000363189,2
0.08232881799995084,51
0.020541101999697275,21
0.01789081599963538,123
0.5247591370007285,18
0.006012096000631573,9
0.08842679200097336,38
0.014122403001238126,92
0.3060573980001209,78
0.005150012000740389,1
0.19582572699982848,127
0.009574857000188786,42
0.0069528980002360186,16
0.007068798999171122,19
0.1115756320014043,43
0.03261007299988705,148
0.044133282999609946,90
0.007778121998853749,27
0.07190061199980846,33
0.1415909110000939,68
0.01905849099966872,146
0.03465674799917906,141
0.03723218900086067,22
1.3913631589985016,58
0.053124173000469455,69
0.14648169799875177,28
0.04280566700072086,72
0.014816516000792035,103
0.023401196998747764,17
0.023882248000518302,48
0.27513203200032876,21
0.15497654399950989,147
0.036391100999026094,10
0.11110532199927547,16
0.07119875000171305,77
0.006569246001163265,19
0.00917371199830086,45
0.01705479900010687,121
0.09611182200023904,49
0.03476232700086257,134
0.05390268299925083,149
0.006215708999661729,13
0.008674585000335355,37
0.03154080599961162,124
0.026438226999744074,64
0.05162585600010061,19
0.05615260800004762,67
0.025319381000372232,32
0.29620076099854487,29
0.009771416000148747,50
0.02115883000078611,19
0.006483544000730035,15
0.02762270000130229,83
