Tiempo (s),Jugadas
0.006100051999965217,19
0.012621232999663334,21
0.011947836001127143,68
0.009599262999472558,108
0.008848656001646305,117
0.013799050999296014,130
0.04161969499909901,121
0.00517428400053177,3
0.006431855999835534,44
0.0113857710002776,44
0.023847873000704567,126
0.018165195999245043,51
0.021880050999243394,58
0.007198164999863366,43
0.006923106999238371,33
0.005663735999405617,10
0.01950011699955212,37
0.012070507998942048,28
0.01351427400004468,79
0.023053547000017716,25
0.03231910500107915,77
0.04733503900024516,65
0.0056054470005619805,14
0.006793430999096017,46
0.021616619000269566,50
0.007046789000014542,64
0.007194810999862966,32
0.007733752001513494,71
0.013691936001123395,50
0.04643302900149138,106
0.02279924299909908,117
0.021980819999953383,72
0.04570086900093884,141
0.011203957001271192,22
0.006968714000322507,77
0.01287447200047609,70
0.021620889001496835,97
0.012300647998927161,22
0.007212652000816888,62
0.010532976000831695,130
0.013428406999082654,81
0.03194836999864492,124
0.006741016000887612,35
0.013529455000025337,81
0.007780231000651838,76
0.005725582001105067,21
0.016151275000083842,25
0.03676762599934591,99
0.009959064000213402,56
0.008319898999616271,111
0.046939724999901955,90
0.014501810001092963,121
0.011282992001724779,148
0.017495385000074748,138
0.01626182499967399,145
0.013928731999840238,89
0.014134322000245447,122
0.009946411999408156,116
0.01950924000084342,103
0.022170665000885492,137
0.01957635699909588,42
0.03416211199873942,100
0.03184162099933019,122
0.007747315999949933,59
0.010047222998764482,137
0.012130499999329913,25
0.005748253999627195,1
0.023301192000872106,80
0.03272875299990119,91
0.07037092899918207,73
0.020782276998943416,89
0.04388279700106068,92
0.02359696600069583,36
0.00668616900111374,40
0.030544854000254418,45
0.008421026999712922,86
0.020764832999702776,53
0.010955663999993703,37
0.012456279999241815,1
0.02376947299853782,86
0.0145902730000671,59
0.008856947999447584,123
0.008627609999166452,131
0.02670870399924752,33
0.005645654999170802,19
0.010889621000387706,129
0.007167652000134694,48
0.018997092000063276,65
0.01078257900007884,21
0.011613246000706567,12
0.006051906000720919,26
0.006916103000548901,39
0.009106322000661748,127
0.011297387998638442,144
0.005431395000414341,2
0.0272176260004926,114
0.005616120999548002,17
0.010645697999279946,19
0.009232464000888285,1
0.006954823998967186,63
0.019592849999753525,145
0.018947160999232437,51
0.008865372999935062,112
0.014869354999973439,1
0.007269829999131616,52
0.005348409000362153,1
0.010737312999481219,117
0.010871332000533585,14
0.009371524000016507,102
0.02005731899953389,95
0.010872560000279918,2
0.011046106001231237,23
0.020631450999644585,71
0.008635914999103989,76
0.00546184499944502,12
0.006267777000175556,39
0.021539661000133492,32
0.018021534000581596,136
0.005567465001149685,20
0.012797487999705481,117
0.0055513810002594255,20
0.005026422000810271,3
0.02576739100004488,90
0.008397062998483307,92
0.006875200000649784,24
0.008076716998402844,94
0.047258691000024555,108
0.019254712999099866,124
0.00847522299955017,94
0.010188428001129068,125
0.01669762100027583,37
0.013203025000620983,79
0.00626134699996328,33
0.008040816999709932,90
0.006360840001434553,30
0.010398467000413802,16
0.005275809999147896,6
0.05592827600048622,15
0.007449659999110736,53
0.009104443999603973,66
0.027384451001125854,109
0.013469885998347308,25
0.02024948200050858,115
0.030058748001465574,91
0.008238296999479644,72
0.03399147799973434,127
0.006397386998287402,45
0.005963946001429576,33
0.006115191999924718,39
0.01228328499928466,94
0.008284384000944556,95
0.005697669001165195,24
0.011817364998933044,39
0.00639017700086697,18
0.020720919001178117,21
0.012772260000929236,22
0.02313506599966786,124
0.007194248000814696,47
0.00648008700045466,23
0.04016413099998317,137
0.005493502001627348,11
0.02755526100008865,79
0.008184147000065423,106
0.012089952999303932,55
0.010840114999155048,55
0.005510549999598879,15
0.005556341000556131,19
0.009913083000355982,118
0.013442915998894023,63
0.02232453900069231,20
0.011767052999857697,69
0.006667180001386441,37
0.009198758001730312,96
0.015638204000424594,122
0.0056012189998000395,4
0.008303480000904528,100
0.007001747000686009,38
0.01063974499993492,134
0.01950266099993314,148
0.0065863569998327876,41
0.005066828000053647,3
0.005608497000139323,22
0.005790289000287885,22
0.014374914000654826,122
0.015546548000202165,71
0.019266140001491294,5
0.026278708000972983,14
0.009559138999975403,15
0.009994666999773472,8
0.007451313998899423,55
0.013456339998811018,103
0.013799790000120993,126
0.00580581699978211,5
0.010372472999733873,149
0.014537742999891634,79
0.027121109000290744,90
0.00971770199976163,13
0.012801201000911533,91
0.005318956000337494,11
0.028321085999778006,74
